uf,cep,cnpj,pais,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,motivo_situacao_cadastral,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial,ano,mes
rj,22775904,00743065000127,brasil,demais,barra_da_tijuca,03000,2135960400,rio_de_janeiro,ayrton_senna,6462000,_grp_parte_iii_sal_4098,5.0,litel_participacoes_s/a,,0.0,2135960400,2135960400,,6001.0,sociedade_anonima_aberta,,,2,holdings_de_instituicoes_nao-financeiras,3304557.0,1995-08-07,,2005-11-03,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,1995,8
rj,22775904,05495546000184,brasil,demais,barra_da_tijuca,03000,2135960400,rio_de_janeiro,ayrton_senna,6462000,_grp_parte_iii_sal_4098,5.0,litela_participacoes_s.a._em_liquidacao,,8483797500.0,2135960400,,,6001.0,sociedade_anonima_aberta,liquidacao_extra-judicial,,2,holdings_de_instituicoes_nao-financeiras,3304557.0,2003-02-06,2021-02-08,2003-10-04,,2046,0,1,13,ativa,avenida,sem_motivo,matriz,2003,2
ba,45658335,05917486000140,brasil,demais,iguape,s/n,7332225250,ilheus,ba_262_rodovia_ilheus_x_urucuca,2631100,"km_2,8",5.0,livetech_da_bahia_industria_e_comercio_s.a.,wdc_networks,317890430.0,7332225250,7332225273,,3573.0,sociedade_anonima_aberta,,,2,"fabricacao_de_equipamentos_transmissores_de_comunicacao,_pecas_e_acessorios",2913606.0,2003-10-02,,,,2046,0,1,16,ativa,rodovia,sem_motivo,matriz,2003,10
ba,41820710,00389481000179,brasil,demais,caminho_das_arvores,000761,7132702800,salvador,da_alfazema,7711000,edif_iguat.bus_flat_sala_703_7_andar_loja_29_30_31terreo,5.0,lm_transportes_interestaduais_servicos_e_comercio_s.a,lm,1093350900.0,7121029600,7121029650,,3849.0,sociedade_anonima_aberta,,,2,locacao_de_automoveis_sem_condutor,2927408.0,1995-01-10,,2005-11-03,,2046,0,1,10,ativa,rua,sem_motivo,matriz,1995,1
sp,01228200,35851074000116,brasil,demais,consolacao,2466,,sao_paulo,angelica,4110700,andar_11_conj_111,5.0,loa_administradora_e_incorporadora_s.a.,,49940784.0,1131595100,,,7107.0,sociedade_anonima_fechada,,,2,incorporacao_de_empreendimentos_imobiliarios,3550308.0,2019-12-26,,2019-12-26,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2019,12
mg,30431327,37229373000149,brasil,demais,nova_granada,877,,belo_horizonte,barao_homem_de_melo,7711000,,5.0,loc_frotas_locacoes_s.a,,38464000.0,3125674010,,,4123.0,sociedade_anonima_fechada,,,2,locacao_de_automoveis_sem_condutor,3106200.0,2020-05-26,,2020-05-26,,2054,0,1,5,ativa,avenida,sem_motivo,matriz,2020,5
sp,04561004,58317751000116,brasil,demais,brooklin_paulista,1909,,sao_paulo,guararapes,5231102,andar_9,5.0,movecta_s.a.,movecta,69383520.0,1130496570,,,7107.0,sociedade_anonima_fechada,,,2,atividades_do_operador_portuario,3550308.0,1987-11-16,,2005-11-03,,2054,0,1,16,ativa,rua,sem_motivo,matriz,1987,11
mg,31150000,02286479000108,brasil,demais,cachoeirinha,377,0312477755,belo_horizonte,bernardo_de_vasconcelos,7711000,,5.0,localiza_fleet_s.a.,,2585955000.0,3132477915,,,4123.0,sociedade_anonima_aberta,,,2,locacao_de_automoveis_sem_condutor,3106200.0,1997-12-16,,2005-11-03,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,1997,12
mg,31150000,16670085000155,brasil,demais,cachoeirinha,377,,belo_horizonte,bernardo_de_vasconcelos,7711000,,5.0,localiza_rent_a_car_sa,localiza_rent_a_car,17548980000.0,3132477915,,,4123.0,sociedade_anonima_aberta,,,2,locacao_de_automoveis_sem_condutor,3106200.0,1973-09-28,,2005-11-03,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,1973,9
sp,07224150,43368422000127,brasil,demais,cidade_industrial_satelite_de_sao_paulo,300,1135450674,guarulhos,joao_pedro_blumenthal,4399104,,5.0,locar_guindastes_e_transportes_intermodais_s_a,,276800000.0,1135450500,1135450532,,6477.0,sociedade_anonima_fechada,,,2,servicos_de_operacao_e_fornecimento_de_equipamentos_para_transporte_e_elevacao_de_cargas_e_pessoas_para_uso_em_obras,3518800.0,1980-04-23,,2005-11-03,,2054,0,1,10,ativa,rua,sem_motivo,matriz,1980,4
sp,08730000,04845901000135,brasil,demais,jardim_santista,750,01147962004,mogi_das_cruzes,ipiranga,6810201,sala_3,5.0,locon_empreendimentos_ltda,,1295530.0,1129501061,1147963328,,6713.0,sociedade_empresaria_limitada,,,2,compra_e_venda_de_imoveis_proprios,3530607.0,2001-12-19,,2005-11-03,,2062,0,1,49,ativa,rua,sem_motivo,matriz,2001,12
mg,30455610,09041168000110,brasil,demais,estoril,621,3136146998,belo_horizonte,professor_mario_werneck,6810202,andar:_10;_conj:_2;,5.0,log_commercial_properties_e_participacoes_s.a,log_commercial_properties,2753976300.0,3136146965,3136146968,,4123.0,sociedade_anonima_aberta,,,2,aluguel_de_imoveis_proprios,3106200.0,2007-07-25,,2007-07-25,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,2007,7
sp,01302901,03113360000198,brasil,demais,consolacao,222,1141664300,sao_paulo,da_consolacao_222,6311900,andar:_3;_conj:_304;,5.0,log_&_print_dados_variaveis_s.a.,,74971280.0,1146887628,1146887500,,7107.0,sociedade_anonima_fechada,,,8,"tratamento_de_dados,_provedores_de_servicos_de_aplicacao_e_servicos_de_hospedagem_na_internet",3550308.0,1999-04-22,,2017-12-31,,2054,2,1,10,baixada,rua,incorporacao,matriz,1999,4
sp,13288169,66079609000106,brasil,demais,distrito_industrial_benedito_storani,676,1938767315,vinhedo,joana_foresto_storani,1811302,,5.0,"log_&_print_grafica,_dados_variaveis_e_logistica_s.a.",log_&_print,392506980.0,1938767362,,,7237.0,sociedade_anonima_fechada,,,2,"impressao_de_livros,_revistas_e_outras_publicacoes_periodicas",3556701.0,1991-06-25,,2005-11-03,,2054,0,1,16,ativa,rua,sem_motivo,matriz,1991,6
sp,05401400,15042149000100,brasil,demais,pinheiros,3507,,sao_paulo,reboucas,3513100,andar_1_parte,5.0,log_energia_comercializadora_s.a.,,20239438.0,1130711395,,,7107.0,sociedade_anonima_fechada,,,2,comercio_atacadista_de_energia_eletrica,3550308.0,2012-01-16,,2012-01-16,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2012,1
